,Unnamed: 0,Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
2935,92,93,5.8,2.6,4.0,1.2,Iris-versicolor
552,19,20,5.1,3.8,1.5,0.3,Iris-setosa
144,147,148,6.5,3.0,5.2,2.0,Iris-virginica
791,77,78,6.7,3.0,5.0,1.7,Iris-versicolor
357,61,62,5.9,3.0,4.2,1.5,Iris-versicolor
741,129,130,7.2,3.0,5.8,1.6,Iris-virginica
2781,123,124,6.3,2.7,4.9,1.8,Iris-virginica
2090,104,105,6.5,3.0,5.8,2.2,Iris-virginica
2450,61,62,5.9,3.0,4.2,1.5,Iris-versicolor
2544,45,46,4.8,3.0,1.4,0.3,Iris-setosa
1733,16,17,5.4,3.9,1.3,0.4,Iris-setosa
2763,119,120,6.0,2.2,5.0,1.5,Iris-virginica
1464,79,80,5.7,2.6,3.5,1.0,Iris-versicolor
909,131,132,7.9,3.8,6.4,2.0,Iris-virginica
2478,71,72,6.1,2.8,4.0,1.3,Iris-versicolor
1917,110,111,6.5,3.2,5.1,2.0,Iris-virginica
1831,65,66,6.7,3.1,4.4,1.4,Iris-versicolor
2800,37,38,4.9,3.1,1.5,0.1,Iris-setosa
2805,38,39,4.4,3.0,1.3,0.2,Iris-setosa
2438,147,148,6.5,3.0,5.2,2.0,Iris-virginica
746,61,62,5.9,3.0,4.2,1.5,Iris-versicolor
296,107,108,7.3,2.9,6.3,1.8,Iris-virginica
1980,10,11,5.4,3.7,1.5,0.2,Iris-setosa
2583,52,53,6.9,3.1,4.9,1.5,Iris-versicolor
1365,35,36,5.0,3.2,1.2,0.2,Iris-setosa
389,5,6,5.4,3.9,1.7,0.4,Iris-setosa
2700,103,104,6.3,2.9,5.6,1.8,Iris-virginica
1214,38,39,4.4,3.0,1.3,0.2,Iris-setosa
1757,125,126,7.2,3.2,6.0,1.8,Iris-virginica
495,105,106,7.6,3.0,6.6,2.1,Iris-virginica
674,55,56,5.7,2.8,4.5,1.3,Iris-versicolor
2317,23,24,5.1,3.3,1.7,0.5,Iris-setosa
295,97,98,6.2,2.9,4.3,1.3,Iris-versicolor
2962,127,128,6.1,3.0,4.9,1.8,Iris-virginica
2740,147,148,6.5,3.0,5.2,2.0,Iris-virginica
559,49,50,5.0,3.3,1.4,0.2,Iris-setosa
90,86,87,6.7,3.1,4.7,1.5,Iris-versicolor
3093,80,81,5.5,2.4,3.8,1.1,Iris-versicolor
2446,30,31,4.8,3.1,1.6,0.2,Iris-setosa
485,142,143,5.8,2.7,5.1,1.9,Iris-virginica
1668,66,67,5.6,3.0,4.5,1.5,Iris-versicolor
996,67,68,5.8,2.7,4.1,1.0,Iris-versicolor
152,13,14,4.3,3.0,1.1,0.1,Iris-setosa
2324,23,24,5.1,3.3,1.7,0.5,Iris-setosa
2612,31,32,5.4,3.4,1.5,0.4,Iris-setosa
1101,16,17,5.4,3.9,1.3,0.4,Iris-setosa
614,129,130,7.2,3.0,5.8,1.6,Iris-virginica
975,119,120,6.0,2.2,5.0,1.5,Iris-virginica
2964,59,60,5.2,2.7,3.9,1.4,Iris-versicolor
1614,109,110,7.2,3.6,6.1,2.5,Iris-virginica
2748,118,119,7.7,2.6,6.9,2.3,Iris-virginica
106,122,123,7.7,2.8,6.7,2.0,Iris-virginica
849,11,12,4.8,3.4,1.6,0.2,Iris-setosa
231,106,107,4.9,2.5,4.5,1.7,Iris-virginica
1729,148,149,6.2,3.4,5.4,2.3,Iris-virginica
385,82,83,5.8,2.7,3.9,1.2,Iris-versicolor
2977,33,34,5.5,4.2,1.4,0.2,Iris-setosa
1198,23,24,5.1,3.3,1.7,0.5,Iris-setosa
375,11,12,4.8,3.4,1.6,0.2,Iris-setosa
1446,136,137,6.3,3.4,5.6,2.4,Iris-virginica
2033,1,2,4.9,3.0,1.4,0.2,Iris-setosa
2726,45,46,4.8,3.0,1.4,0.3,Iris-setosa
246,115,116,6.4,3.2,5.3,2.3,Iris-virginica
2526,55,56,5.7,2.8,4.5,1.3,Iris-versicolor
3100,125,126,7.2,3.2,6.0,1.8,Iris-virginica
2883,115,116,6.4,3.2,5.3,2.3,Iris-virginica
2596,82,83,5.8,2.7,3.9,1.2,Iris-versicolor
1582,4,5,5.0,3.6,1.4,0.2,Iris-setosa
1418,68,69,6.2,2.2,4.5,1.5,Iris-versicolor
528,57,58,4.9,2.4,3.3,1.0,Iris-versicolor
87,144,145,6.7,3.3,5.7,2.5,Iris-virginica
1772,56,57,6.3,3.3,4.7,1.6,Iris-versicolor
2889,122,123,7.7,2.8,6.7,2.0,Iris-virginica
2246,42,43,4.4,3.2,1.3,0.2,Iris-setosa
992,12,13,4.8,3.0,1.4,0.1,Iris-setosa
464,11,12,4.8,3.4,1.6,0.2,Iris-setosa
85,119,120,6.0,2.2,5.0,1.5,Iris-virginica
1212,134,135,6.1,2.6,5.6,1.4,Iris-virginica
1338,97,98,6.2,2.9,4.3,1.3,Iris-versicolor
1450,21,22,5.1,3.7,1.5,0.4,Iris-setosa
2737,64,65,5.6,2.9,3.6,1.3,Iris-versicolor
2517,56,57,6.3,3.3,4.7,1.6,Iris-versicolor
2946,73,74,6.1,2.8,4.7,1.2,Iris-versicolor
489,4,5,5.0,3.6,1.4,0.2,Iris-setosa
82,39,40,5.1,3.4,1.5,0.2,Iris-setosa
2122,147,148,6.5,3.0,5.2,2.0,Iris-virginica
2296,65,66,6.7,3.1,4.4,1.4,Iris-versicolor
2874,94,95,5.6,2.7,4.2,1.3,Iris-versicolor
2060,36,37,5.5,3.5,1.3,0.2,Iris-setosa
1301,94,95,5.6,2.7,4.2,1.3,Iris-versicolor
707,58,59,6.6,2.9,4.6,1.3,Iris-versicolor
741,129,130,7.2,3.0,5.8,1.6,Iris-virginica
1664,116,117,6.5,3.0,5.5,1.8,Iris-virginica
3031,77,78,6.7,3.0,5.0,1.7,Iris-versicolor
856,112,113,6.8,3.0,5.5,2.1,Iris-virginica
436,83,84,6.0,2.7,5.1,1.6,Iris-versicolor
3146,141,142,6.9,3.1,5.1,2.3,Iris-virginica
771,127,128,6.1,3.0,4.9,1.8,Iris-virginica
3062,140,141,6.7,3.1,5.6,2.4,Iris-virginica
1021,120,121,6.9,3.2,5.7,2.3,Iris-virginica
1526,83,84,6.0,2.7,5.1,1.6,Iris-versicolor
142,91,92,6.1,3.0,4.6,1.4,Iris-versicolor
2964,59,60,5.2,2.7,3.9,1.4,Iris-versicolor
2580,118,119,7.7,2.6,6.9,2.3,Iris-virginica
1859,49,50,5.0,3.3,1.4,0.2,Iris-setosa
2089,93,94,5.0,2.3,3.3,1.0,Iris-versicolor
636,48,49,5.3,3.7,1.5,0.2,Iris-setosa
2279,82,83,5.8,2.7,3.9,1.2,Iris-versicolor
84,122,123,7.7,2.8,6.7,2.0,Iris-virginica
476,33,34,5.5,4.2,1.4,0.2,Iris-setosa
1590,131,132,7.9,3.8,6.4,2.0,Iris-virginica
567,25,26,5.0,3.0,1.6,0.2,Iris-setosa
2496,66,67,5.6,3.0,4.5,1.5,Iris-versicolor
1125,74,75,6.4,2.9,4.3,1.3,Iris-versicolor
542,130,131,7.4,2.8,6.1,1.9,Iris-virginica
1650,142,143,5.8,2.7,5.1,1.9,Iris-virginica
3126,135,136,7.7,3.0,6.1,2.3,Iris-virginica
383,101,102,5.8,2.7,5.1,1.9,Iris-virginica
2508,35,36,5.0,3.2,1.2,0.2,Iris-setosa
360,31,32,5.4,3.4,1.5,0.4,Iris-setosa
1942,27,28,5.2,3.5,1.5,0.2,Iris-setosa
771,127,128,6.1,3.0,4.9,1.8,Iris-virginica
2816,54,55,6.5,2.8,4.6,1.5,Iris-versicolor
315,20,21,5.4,3.4,1.7,0.2,Iris-setosa
914,79,80,5.7,2.6,3.5,1.0,Iris-versicolor
2333,99,100,5.7,2.8,4.1,1.3,Iris-versicolor
2142,56,57,6.3,3.3,4.7,1.6,Iris-versicolor
1006,81,82,5.5,2.4,3.7,1.0,Iris-versicolor
1428,88,89,5.6,3.0,4.1,1.3,Iris-versicolor
2725,16,17,5.4,3.9,1.3,0.4,Iris-setosa
1372,20,21,5.4,3.4,1.7,0.2,Iris-setosa
2128,34,35,4.9,3.1,1.5,0.1,Iris-setosa
1574,39,40,5.1,3.4,1.5,0.2,Iris-setosa
2852,43,44,5.0,3.5,1.6,0.6,Iris-setosa
2347,87,88,6.3,2.3,4.4,1.3,Iris-versicolor
1996,99,100,5.7,2.8,4.1,1.3,Iris-versicolor
1089,16,17,5.4,3.9,1.3,0.4,Iris-setosa
2824,21,22,5.1,3.7,1.5,0.4,Iris-setosa
1843,67,68,5.8,2.7,4.1,1.0,Iris-versicolor
2084,76,77,6.8,2.8,4.8,1.4,Iris-versicolor
2277,101,102,5.8,2.7,5.1,1.9,Iris-virginica
1617,59,60,5.2,2.7,3.9,1.4,Iris-versicolor
668,104,105,6.5,3.0,5.8,2.2,Iris-virginica
2990,80,81,5.5,2.4,3.8,1.1,Iris-versicolor
2061,127,128,6.1,3.0,4.9,1.8,Iris-virginica
2201,43,44,5.0,3.5,1.6,0.6,Iris-setosa
1362,58,59,6.6,2.9,4.6,1.3,Iris-versicolor
1010,103,104,6.3,2.9,5.6,1.8,Iris-virginica
917,58,59,6.6,2.9,4.6,1.3,Iris-versicolor
1967,116,117,6.5,3.0,5.5,1.8,Iris-virginica
616,88,89,5.6,3.0,4.1,1.3,Iris-versicolor
343,149,150,5.9,3.0,5.1,1.8,Iris-virginica
1272,82,83,5.8,2.7,3.9,1.2,Iris-versicolor
547,17,18,5.1,3.5,1.4,0.3,Iris-setosa
187,27,28,5.2,3.5,1.5,0.2,Iris-setosa
655,143,144,6.8,3.2,5.9,2.3,Iris-virginica
1599,50,51,7.0,3.2,4.7,1.4,Iris-versicolor
3062,140,141,6.7,3.1,5.6,2.4,Iris-virginica
3156,42,43,4.4,3.2,1.3,0.2,Iris-setosa
2496,66,67,5.6,3.0,4.5,1.5,Iris-versicolor
1750,136,137,6.3,3.4,5.6,2.4,Iris-virginica
3107,132,133,6.4,2.8,5.6,2.2,Iris-virginica
1171,10,11,5.4,3.7,1.5,0.2,Iris-setosa
2340,122,123,7.7,2.8,6.7,2.0,Iris-virginica
740,7,8,5.0,3.4,1.5,0.2,Iris-setosa
2352,29,30,4.7,3.2,1.6,0.2,Iris-setosa
658,106,107,4.9,2.5,4.5,1.7,Iris-virginica
2434,8,9,4.4,2.9,1.4,0.2,Iris-setosa
312,90,91,5.5,2.6,4.4,1.2,Iris-versicolor
651,103,104,6.3,2.9,5.6,1.8,Iris-virginica
2857,49,50,5.0,3.3,1.4,0.2,Iris-setosa
1358,52,53,6.9,3.1,4.9,1.5,Iris-versicolor
2753,35,36,5.0,3.2,1.2,0.2,Iris-setosa
2583,52,53,6.9,3.1,4.9,1.5,Iris-versicolor
171,122,123,7.7,2.8,6.7,2.0,Iris-virginica
374,50,51,7.0,3.2,4.7,1.4,Iris-versicolor
522,71,72,6.1,2.8,4.0,1.3,Iris-versicolor
2279,82,83,5.8,2.7,3.9,1.2,Iris-versicolor
729,132,133,6.4,2.8,5.6,2.2,Iris-virginica
1077,123,124,6.3,2.7,4.9,1.8,Iris-virginica
2214,149,150,5.9,3.0,5.1,1.8,Iris-virginica
137,64,65,5.6,2.9,3.6,1.3,Iris-versicolor
457,1,2,4.9,3.0,1.4,0.2,Iris-setosa
1702,93,94,5.0,2.3,3.3,1.0,Iris-versicolor
494,86,87,6.7,3.1,4.7,1.5,Iris-versicolor
422,47,48,4.6,3.2,1.4,0.2,Iris-setosa
2923,66,67,5.6,3.0,4.5,1.5,Iris-versicolor
2954,5,6,5.4,3.9,1.7,0.4,Iris-setosa
1737,109,110,7.2,3.6,6.1,2.5,Iris-virginica
3035,137,138,6.4,3.1,5.5,1.8,Iris-virginica
2092,135,136,7.7,3.0,6.1,2.3,Iris-virginica
2236,26,27,5.0,3.4,1.6,0.4,Iris-setosa
924,72,73,6.3,2.5,4.9,1.5,Iris-versicolor
1723,69,70,5.6,2.5,3.9,1.1,Iris-versicolor
3063,132,133,6.4,2.8,5.6,2.2,Iris-virginica
1265,149,150,5.9,3.0,5.1,1.8,Iris-virginica
961,31,32,5.4,3.4,1.5,0.4,Iris-setosa
2848,29,30,4.7,3.2,1.6,0.2,Iris-setosa
340,82,83,5.8,2.7,3.9,1.2,Iris-versicolor
1995,78,79,6.0,2.9,4.5,1.5,Iris-versicolor
2331,62,63,6.0,2.2,4.0,1.0,Iris-versicolor
3067,12,13,4.8,3.0,1.4,0.1,Iris-setosa
1177,79,80,5.7,2.6,3.5,1.0,Iris-versicolor
799,25,26,5.0,3.0,1.6,0.2,Iris-setosa
1500,148,149,6.2,3.4,5.4,2.3,Iris-virginica
2576,75,76,6.6,3.0,4.4,1.4,Iris-versicolor
2344,14,15,5.8,4.0,1.2,0.2,Iris-setosa
2188,32,33,5.2,4.1,1.5,0.1,Iris-setosa
2037,42,43,4.4,3.2,1.3,0.2,Iris-setosa
1264,42,43,4.4,3.2,1.3,0.2,Iris-setosa
169,131,132,7.9,3.8,6.4,2.0,Iris-virginica
2926,115,116,6.4,3.2,5.3,2.3,Iris-virginica
2765,28,29,5.2,3.4,1.4,0.2,Iris-setosa
2335,66,67,5.6,3.0,4.5,1.5,Iris-versicolor
2593,26,27,5.0,3.4,1.6,0.4,Iris-setosa
2223,34,35,4.9,3.1,1.5,0.1,Iris-setosa
2489,52,53,6.9,3.1,4.9,1.5,Iris-versicolor
223,37,38,4.9,3.1,1.5,0.1,Iris-setosa
1980,10,11,5.4,3.7,1.5,0.2,Iris-setosa
421,79,80,5.7,2.6,3.5,1.0,Iris-versicolor
459,107,108,7.3,2.9,6.3,1.8,Iris-virginica
2899,85,86,6.0,3.4,4.5,1.6,Iris-versicolor
2250,103,104,6.3,2.9,5.6,1.8,Iris-virginica
1519,34,35,4.9,3.1,1.5,0.1,Iris-setosa
2907,56,57,6.3,3.3,4.7,1.6,Iris-versicolor
2447,27,28,5.2,3.5,1.5,0.2,Iris-setosa
2190,27,28,5.2,3.5,1.5,0.2,Iris-setosa
1834,64,65,5.6,2.9,3.6,1.3,Iris-versicolor
1130,40,41,5.0,3.5,1.3,0.3,Iris-setosa
1151,135,136,7.7,3.0,6.1,2.3,Iris-virginica
2251,96,97,5.7,2.9,4.2,1.3,Iris-versicolor
227,131,132,7.9,3.8,6.4,2.0,Iris-virginica
1200,105,106,7.6,3.0,6.6,2.1,Iris-virginica
2921,14,15,5.8,4.0,1.2,0.2,Iris-setosa
1970,137,138,6.4,3.1,5.5,1.8,Iris-virginica
2383,71,72,6.1,2.8,4.0,1.3,Iris-versicolor
200,68,69,6.2,2.2,4.5,1.5,Iris-versicolor
433,57,58,4.9,2.4,3.3,1.0,Iris-versicolor
766,132,133,6.4,2.8,5.6,2.2,Iris-virginica
2201,43,44,5.0,3.5,1.6,0.6,Iris-setosa
2734,2,3,4.7,3.2,1.3,0.2,Iris-setosa
1555,17,18,5.1,3.5,1.4,0.3,Iris-setosa
606,143,144,6.8,3.2,5.9,2.3,Iris-virginica
2450,61,62,5.9,3.0,4.2,1.5,Iris-versicolor
2690,63,64,6.1,2.9,4.7,1.4,Iris-versicolor
3011,106,107,4.9,2.5,4.5,1.7,Iris-virginica
2027,87,88,6.3,2.3,4.4,1.3,Iris-versicolor
1665,107,108,7.3,2.9,6.3,1.8,Iris-virginica
1160,58,59,6.6,2.9,4.6,1.3,Iris-versicolor
2509,125,126,7.2,3.2,6.0,1.8,Iris-virginica
3032,58,59,6.6,2.9,4.6,1.3,Iris-versicolor
2916,119,120,6.0,2.2,5.0,1.5,Iris-virginica
958,96,97,5.7,2.9,4.2,1.3,Iris-versicolor
1703,122,123,7.7,2.8,6.7,2.0,Iris-virginica
2336,91,92,6.1,3.0,4.6,1.4,Iris-versicolor
3176,70,71,5.9,3.2,4.8,1.8,Iris-versicolor
894,95,96,5.7,3.0,4.2,1.2,Iris-versicolor
2032,142,143,5.8,2.7,5.1,1.9,Iris-virginica
1581,45,46,4.8,3.0,1.4,0.3,Iris-setosa
1117,73,74,6.1,2.8,4.7,1.2,Iris-versicolor
2015,6,7,4.6,3.4,1.4,0.3,Iris-setosa
355,32,33,5.2,4.1,1.5,0.1,Iris-setosa
101,36,37,5.5,3.5,1.3,0.2,Iris-setosa
1622,86,87,6.7,3.1,4.7,1.5,Iris-versicolor
2941,4,5,5.0,3.6,1.4,0.2,Iris-setosa
2725,16,17,5.4,3.9,1.3,0.4,Iris-setosa
3003,70,71,5.9,3.2,4.8,1.8,Iris-versicolor
1962,134,135,6.1,2.6,5.6,1.4,Iris-virginica
768,131,132,7.9,3.8,6.4,2.0,Iris-virginica
2306,91,92,6.1,3.0,4.6,1.4,Iris-versicolor
1149,135,136,7.7,3.0,6.1,2.3,Iris-virginica
2965,15,16,5.7,4.4,1.5,0.4,Iris-setosa
202,111,112,6.4,2.7,5.3,1.9,Iris-virginica
1513,16,17,5.4,3.9,1.3,0.4,Iris-setosa
2364,53,54,5.5,2.3,4.0,1.3,Iris-versicolor
1074,80,81,5.5,2.4,3.8,1.1,Iris-versicolor
1437,114,115,5.8,2.8,5.1,2.4,Iris-virginica
919,105,106,7.6,3.0,6.6,2.1,Iris-virginica
2659,43,44,5.0,3.5,1.6,0.6,Iris-setosa
899,79,80,5.7,2.6,3.5,1.0,Iris-versicolor
1314,32,33,5.2,4.1,1.5,0.1,Iris-setosa
370,52,53,6.9,3.1,4.9,1.5,Iris-versicolor
1558,90,91,5.5,2.6,4.4,1.2,Iris-versicolor
3142,90,91,5.5,2.6,4.4,1.2,Iris-versicolor
1755,69,70,5.6,2.5,3.9,1.1,Iris-versicolor
2463,3,4,4.6,3.1,1.5,0.2,Iris-setosa
1589,24,25,4.8,3.4,1.9,0.2,Iris-setosa
421,79,80,5.7,2.6,3.5,1.0,Iris-versicolor
1188,78,79,6.0,2.9,4.5,1.5,Iris-versicolor
723,60,61,5.0,2.0,3.5,1.0,Iris-versicolor
147,16,17,5.4,3.9,1.3,0.4,Iris-setosa
1352,63,64,6.1,2.9,4.7,1.4,Iris-versicolor
1208,57,58,4.9,2.4,3.3,1.0,Iris-versicolor
1093,70,71,5.9,3.2,4.8,1.8,Iris-versicolor
3028,43,44,5.0,3.5,1.6,0.6,Iris-setosa
1605,133,134,6.3,2.8,5.1,1.5,Iris-virginica
594,67,68,5.8,2.7,4.1,1.0,Iris-versicolor
2692,130,131,7.4,2.8,6.1,1.9,Iris-virginica
2820,49,50,5.0,3.3,1.4,0.2,Iris-setosa
192,29,30,4.7,3.2,1.6,0.2,Iris-setosa
2012,72,73,6.3,2.5,4.9,1.5,Iris-versicolor
817,49,50,5.0,3.3,1.4,0.2,Iris-setosa
2340,122,123,7.7,2.8,6.7,2.0,Iris-virginica
3036,46,47,5.1,3.8,1.6,0.2,Iris-setosa
739,134,135,6.1,2.6,5.6,1.4,Iris-virginica
678,10,11,5.4,3.7,1.5,0.2,Iris-setosa
1665,107,108,7.3,2.9,6.3,1.8,Iris-virginica
1108,24,25,4.8,3.4,1.9,0.2,Iris-setosa
2453,25,26,5.0,3.0,1.6,0.2,Iris-setosa
767,13,14,4.3,3.0,1.1,0.1,Iris-setosa
2089,93,94,5.0,2.3,3.3,1.0,Iris-versicolor
1041,11,12,4.8,3.4,1.6,0.2,Iris-setosa
2657,14,15,5.8,4.0,1.2,0.2,Iris-setosa
1500,148,149,6.2,3.4,5.4,2.3,Iris-virginica
2446,30,31,4.8,3.1,1.6,0.2,Iris-setosa
2451,56,57,6.3,3.3,4.7,1.6,Iris-versicolor
2415,34,35,4.9,3.1,1.5,0.1,Iris-setosa
1879,46,47,5.1,3.8,1.6,0.2,Iris-setosa
2416,126,127,6.2,2.8,4.8,1.8,Iris-virginica
795,83,84,6.0,2.7,5.1,1.6,Iris-versicolor
1317,126,127,6.2,2.8,4.8,1.8,Iris-virginica
512,95,96,5.7,3.0,4.2,1.2,Iris-versicolor
1151,135,136,7.7,3.0,6.1,2.3,Iris-virginica
2027,87,88,6.3,2.3,4.4,1.3,Iris-versicolor
1118,141,142,6.9,3.1,5.1,2.3,Iris-virginica
2035,140,141,6.7,3.1,5.6,2.4,Iris-virginica
2100,15,16,5.7,4.4,1.5,0.4,Iris-setosa
2556,97,98,6.2,2.9,4.3,1.3,Iris-versicolor
278,34,35,4.9,3.1,1.5,0.1,Iris-setosa
3038,98,99,5.1,2.5,3.0,1.1,Iris-versicolor
1095,123,124,6.3,2.7,4.9,1.8,Iris-virginica
2831,82,83,5.8,2.7,3.9,1.2,Iris-versicolor
2635,51,52,6.4,3.2,4.5,1.5,Iris-versicolor
1941,43,44,5.0,3.5,1.6,0.6,Iris-setosa
1829,92,93,5.8,2.6,4.0,1.2,Iris-versicolor
1583,115,116,6.4,3.2,5.3,2.3,Iris-virginica
2801,142,143,5.8,2.7,5.1,1.9,Iris-virginica
1569,89,90,5.5,2.5,4.0,1.3,Iris-versicolor
2258,47,48,4.6,3.2,1.4,0.2,Iris-setosa
2515,104,105,6.5,3.0,5.8,2.2,Iris-virginica
555,137,138,6.4,3.1,5.5,1.8,Iris-virginica
1845,14,15,5.8,4.0,1.2,0.2,Iris-setosa
1145,136,137,6.3,3.4,5.6,2.4,Iris-virginica
1837,21,22,5.1,3.7,1.5,0.4,Iris-setosa
3059,92,93,5.8,2.6,4.0,1.2,Iris-versicolor
1362,58,59,6.6,2.9,4.6,1.3,Iris-versicolor
1992,31,32,5.4,3.4,1.5,0.4,Iris-setosa
485,142,143,5.8,2.7,5.1,1.9,Iris-virginica
243,119,120,6.0,2.2,5.0,1.5,Iris-virginica
241,36,37,5.5,3.5,1.3,0.2,Iris-setosa
2015,6,7,4.6,3.4,1.4,0.3,Iris-setosa
1549,27,28,5.2,3.5,1.5,0.2,Iris-setosa
2681,79,80,5.7,2.6,3.5,1.0,Iris-versicolor
2796,71,72,6.1,2.8,4.0,1.3,Iris-versicolor
2014,32,33,5.2,4.1,1.5,0.1,Iris-setosa
955,118,119,7.7,2.6,6.9,2.3,Iris-virginica
604,132,133,6.4,2.8,5.6,2.2,Iris-virginica
318,15,16,5.7,4.4,1.5,0.4,Iris-setosa
1195,119,120,6.0,2.2,5.0,1.5,Iris-virginica
2561,52,53,6.9,3.1,4.9,1.5,Iris-versicolor
2914,100,101,6.3,3.3,6.0,2.5,Iris-virginica
736,75,76,6.6,3.0,4.4,1.4,Iris-versicolor
1681,98,99,5.1,2.5,3.0,1.1,Iris-versicolor
2452,58,59,6.6,2.9,4.6,1.3,Iris-versicolor
2209,85,86,6.0,3.4,4.5,1.6,Iris-versicolor
2389,92,93,5.8,2.6,4.0,1.2,Iris-versicolor
963,43,44,5.0,3.5,1.6,0.6,Iris-setosa
329,54,55,6.5,2.8,4.6,1.5,Iris-versicolor
1443,106,107,4.9,2.5,4.5,1.7,Iris-virginica
749,1,2,4.9,3.0,1.4,0.2,Iris-setosa
132,54,55,6.5,2.8,4.6,1.5,Iris-versicolor
2742,11,12,4.8,3.4,1.6,0.2,Iris-setosa
1812,16,17,5.4,3.9,1.3,0.4,Iris-setosa
1418,68,69,6.2,2.2,4.5,1.5,Iris-versicolor
179,18,19,5.7,3.8,1.7,0.3,Iris-setosa
731,17,18,5.1,3.5,1.4,0.3,Iris-setosa
2478,71,72,6.1,2.8,4.0,1.3,Iris-versicolor
2627,143,144,6.8,3.2,5.9,2.3,Iris-virginica
2382,14,15,5.8,4.0,1.2,0.2,Iris-setosa
1868,110,111,6.5,3.2,5.1,2.0,Iris-virginica
1933,56,57,6.3,3.3,4.7,1.6,Iris-versicolor
2681,79,80,5.7,2.6,3.5,1.0,Iris-versicolor
1094,117,118,7.7,3.8,6.7,2.2,Iris-virginica
2826,57,58,4.9,2.4,3.3,1.0,Iris-versicolor
2709,56,57,6.3,3.3,4.7,1.6,Iris-versicolor
622,32,33,5.2,4.1,1.5,0.1,Iris-setosa
1496,21,22,5.1,3.7,1.5,0.4,Iris-setosa
1419,38,39,4.4,3.0,1.3,0.2,Iris-setosa
2865,54,55,6.5,2.8,4.6,1.5,Iris-versicolor
1504,118,119,7.7,2.6,6.9,2.3,Iris-virginica
2578,143,144,6.8,3.2,5.9,2.3,Iris-virginica
262,14,15,5.8,4.0,1.2,0.2,Iris-setosa
2889,122,123,7.7,2.8,6.7,2.0,Iris-virginica
2285,29,30,4.7,3.2,1.6,0.2,Iris-setosa
1526,83,84,6.0,2.7,5.1,1.6,Iris-versicolor
1400,92,93,5.8,2.6,4.0,1.2,Iris-versicolor
587,101,102,5.8,2.7,5.1,1.9,Iris-virginica
664,70,71,5.9,3.2,4.8,1.8,Iris-versicolor
1586,100,101,6.3,3.3,6.0,2.5,Iris-virginica
1651,24,25,4.8,3.4,1.9,0.2,Iris-setosa
319,14,15,5.8,4.0,1.2,0.2,Iris-setosa
946,43,44,5.0,3.5,1.6,0.6,Iris-setosa
143,52,53,6.9,3.1,4.9,1.5,Iris-versicolor
2669,115,116,6.4,3.2,5.3,2.3,Iris-virginica
887,41,42,4.5,2.3,1.3,0.3,Iris-setosa
1981,77,78,6.7,3.0,5.0,1.7,Iris-versicolor
680,97,98,6.2,2.9,4.3,1.3,Iris-versicolor
2701,121,122,5.6,2.8,4.9,2.0,Iris-virginica
3006,76,77,6.8,2.8,4.8,1.4,Iris-versicolor
1641,143,144,6.8,3.2,5.9,2.3,Iris-virginica
3088,108,109,6.7,2.5,5.8,1.8,Iris-virginica
625,46,47,5.1,3.8,1.6,0.2,Iris-setosa
1429,88,89,5.6,3.0,4.1,1.3,Iris-versicolor
1739,62,63,6.0,2.2,4.0,1.0,Iris-versicolor
2501,147,148,6.5,3.0,5.2,2.0,Iris-virginica
1283,133,134,6.3,2.8,5.1,1.5,Iris-virginica
2482,35,36,5.0,3.2,1.2,0.2,Iris-setosa
1045,129,130,7.2,3.0,5.8,1.6,Iris-virginica
1417,121,122,5.6,2.8,4.9,2.0,Iris-virginica
2262,75,76,6.6,3.0,4.4,1.4,Iris-versicolor
808,21,22,5.1,3.7,1.5,0.4,Iris-setosa
717,107,108,7.3,2.9,6.3,1.8,Iris-virginica
175,76,77,6.8,2.8,4.8,1.4,Iris-versicolor
2623,20,21,5.4,3.4,1.7,0.2,Iris-setosa
1461,84,85,5.4,3.0,4.5,1.5,Iris-versicolor
838,148,149,6.2,3.4,5.4,2.3,Iris-virginica
761,30,31,4.8,3.1,1.6,0.2,Iris-setosa
2920,92,93,5.8,2.6,4.0,1.2,Iris-versicolor
1657,73,74,6.1,2.8,4.7,1.2,Iris-versicolor
955,118,119,7.7,2.6,6.9,2.3,Iris-virginica
1533,77,78,6.7,3.0,5.0,1.7,Iris-versicolor
2190,27,28,5.2,3.5,1.5,0.2,Iris-setosa
1854,56,57,6.3,3.3,4.7,1.6,Iris-versicolor
2420,46,47,5.1,3.8,1.6,0.2,Iris-setosa
696,139,140,6.9,3.1,5.4,2.1,Iris-virginica
1409,102,103,7.1,3.0,5.9,2.1,Iris-virginica
2897,145,146,6.7,3.0,5.2,2.3,Iris-virginica
1010,103,104,6.3,2.9,5.6,1.8,Iris-virginica
2793,135,136,7.7,3.0,6.1,2.3,Iris-virginica
1163,92,93,5.8,2.6,4.0,1.2,Iris-versicolor
1327,19,20,5.1,3.8,1.5,0.3,Iris-setosa
459,107,108,7.3,2.9,6.3,1.8,Iris-virginica
1104,106,107,4.9,2.5,4.5,1.7,Iris-virginica
2703,130,131,7.4,2.8,6.1,1.9,Iris-virginica
112,127,128,6.1,3.0,4.9,1.8,Iris-virginica
75,79,80,5.7,2.6,3.5,1.0,Iris-versicolor
2701,121,122,5.6,2.8,4.9,2.0,Iris-virginica
374,50,51,7.0,3.2,4.7,1.4,Iris-versicolor
34,47,48,4.6,3.2,1.4,0.2,Iris-setosa
